,views,products,products_quan,carts,carts_quan,wish,wish_quan
1638966405407751359,1,[2000000101712.0],1.0,,,,
16389664071004586771,3,[2000000087771.0],1.0,,,,
1638966427330192182,1,[2000000113050.0],1.0,,,,
1638966487782215129,2,[2000000101712.0],1.0,,,,
16389665091029428976,1,[2000000107073.0],1.0,,,,
1638966578219068155,25,"[2000000116730.0, 2000000116440.0, 2000000087498.0, 2000000087474.0, 2000000076294.0, 2000000107509.0, 2000000098319.0, 2000000048413.0]",8.0,,,,
1638966648475252826,1,,,,,,
1638966711663679898,5,,,,,,
1638966713949388646,1,[2000000019802.0],1.0,,,,
1638966727337287763,10,"[2000000101712.0, 2000000101712.0, 2000000112299.0]",3.0,,,,
1638966940174245844,1,[2000000101712.0],1.0,,,,
1638966981457713851,1,[2000000101712.0],1.0,,,,
1638967010410810573,1,[2000000105031.0],1.0,,,,
1638967057309240466,3,[2000000112299.0],1.0,,,,
1638967064175282312,2,[2000000101712.0],1.0,,,,
1638967132671844847,1,[2000000115115.0],1.0,,,,
1638967173237076415,2,[2000000091631.0],1.0,,,,
1638967208447149684,12,"[2000000082837.0, 2000000106212.0, 2000000028101.0, 2000000101712.0, 2000000061795.0, 2000000061801.0]",6.0,,,,
1638967207290781355,5,"[2000000105154.0, 2000000106267.0]",2.0,,,,
1638967247206763298,3,,,,,,
1638967351891750973,6,,,,,,
1638967467246998353,2,,,,,,
1638967471121660912,1,[2000000101712.0],1.0,,,,
1638967503341850767,63,"[2000000116198.0, 2000000063430.0, 2000000116198.0, 2000000095264.0, 2000000118765.0, 2000000118772.0, 2000000118338.0, 2000000117683.0, 2000000118215.0, 2000000118437.0, 2000000118567.0, 2000000118550.0, 2000000118628.0, 2000000116198.0, 2000000116419.0, 2000000116426.0]",16.0,,,,
16389675701020803155,1,[2000000101712.0],1.0,,,,
1638967573811888274,6,[2000000101712.0],1.0,,,,
1638967615897794594,1,,,,,,
1638967668660337093,21,"[2000000115115.0, 2000000117973.0, 2000000099347.0, 2000000099347.0, 2000000090610.0, 2000000084923.0, 2000000077864.0, 2000000056814.0, 2000000039480.0, 2000000048413.0, 2000000071183.0, 2000000077864.0]",12.0,,,,
16389676952214187,3,[2000000101712.0],1.0,,,,
1638967697638281919,1,[2000000101712.0],1.0,,,,
1638967758377843037,3,[2000000101712.0],1.0,,,,
16389678861009791083,1,[2000000082837.0],1.0,,,,
1638968057123118276,1,[2000000101712.0],1.0,,,,
1614866953533945844,7,"[2000000101712.0, 2000000064345.0, 2000000114071.0, 2000000074238.0]",4.0,,,,
1638968232670077361,2,"[2000000061795.0, 2000000101712.0]",2.0,,,,
1638968283956807410,2,[2000000101712.0],1.0,,,,
1638968368521792075,1,,,,,,
16389684561003031213,3,,,,,,
1638968513731117620,1,[2000000109466.0],1.0,,,,
1638968593449265044,1,[2000000101712.0],1.0,,,,
163896860159661410,3,[2000000111407.0],1.0,,,,
1638968639159857949,1,[2000000109466.0],1.0,,,,
1638968658687315528,1,,,,,,
1638968691846394677,2,"[2000000105031.0, 2000000105031.0]",2.0,,,,
1638968721633175650,1,,,,,,
1638968778928620792,5,[2000000101712.0],1.0,,,,
1638968790765668761,1,[2000000101712.0],1.0,,,,
1638968820105153335,11,,,,,,
1638968830927357049,2,[2000000061795.0],1.0,,,,
1638968841430870892,3,,,,,,
1638968769961718939,4,,,,,,
1638968913117172168,1,[2000000082837.0],1.0,,,,
1638968920547519083,1,[2000000101712.0],1.0,,,,
1638969018544255563,6,"[2000000110905.0, 2000000116051.0]",2.0,,,,
163896906739402537,2,[2000000101712.0],1.0,,,,
163896919782226885,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638969242458339843,1,[2000000101712.0],1.0,,,,
1618455014153534195,12,"[2000000001203.0, 2000000102559.0, 2000000114477.0, 2000000107509.0, 2000000077512.0, 2000000080239.0]",6.0,,,,
1638969353425804804,3,[2000000101712.0],1.0,,,,
163896942888352338,2,"[2000000102931.0, 2000000102931.0]",2.0,,,,
1638969497178301691,1,[2000000101712.0],1.0,,,,
1638969534672426844,4,[2000000065861.0],1.0,,,,
1638969618605484847,3,[2000000109466.0],1.0,,,,
1638969654938998124,1,[2000000105031.0],1.0,,,,
1638969671972767020,1,[2000000105031.0],1.0,,,,
1638969727825845761,1,[2000000101712.0],1.0,,,,
1638969746822008877,1,[2000000101712.0],1.0,,,,
1638969818311229476,3,"[2000000101712.0, 2000000078076.0, 2000000116570.0]",3.0,,,,
1638969867348998384,8,"[2000000028453.0, 2000000114804.0, 2000000091648.0]",3.0,,,,
1638969886251113102,31,[2000000097312.0],1.0,,,,
16389699011012066007,6,[2000000116594.0],1.0,,,,
1638969931791001753,1,[2000000101712.0],1.0,,,,
1638969996388947866,1,[2000000101712.0],1.0,,,,
1638969982898126835,1,[2000000102931.0],1.0,,,,
1638970008323665410,12,"[2000000061795.0, 2000000077864.0, 2000000064703.0, 2000000072661.0, 2000000073545.0, 2000000039671.0, 2000000073545.0]",7.0,,,,
1638970010512865077,2,"[2000000061795.0, 2000000101712.0]",2.0,,,,
163897004263738777,1,[2000000101712.0],1.0,,,,
1638970067365297757,5,[2000000101712.0],1.0,,,,
1638970148401902694,1,[2000000101712.0],1.0,,,,
1638970167112445970,3,[2000000101712.0],1.0,,,,
163897016849084763,1,[2000000101712.0],1.0,,,,
1638970194226870422,5,[2000000101712.0],1.0,,,,
1638970194996500496,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638970204856965245,8,"[2000000101712.0, 2000000107240.0, 2000000100869.0, 2000000091778.0, 2000000082691.0]",5.0,,,,
1638970227663573352,5,"[2000000104386.0, 2000000090351.0]",2.0,,,,
1638970295105668724,15,[2000000009728.0],1.0,,,,
1638970308999782645,2,,,,,,
1638970402295991646,1,[2000000107073.0],1.0,,,,
1638970529787056295,3,"[2000000101712.0, 2000000101712.0, 2000000101712.0]",3.0,,,,
1638970544160737784,4,"[2000000078588.0, 2000000078601.0, 2000000095264.0, 2000000095271.0]",4.0,,,,
1638970586935935056,5,[2000000065823.0],1.0,,,,
1638970591507493225,5,,,,,,
1638970617732972676,7,"[2000000061795.0, 2000000116570.0, 2000000115733.0]",3.0,,,,
1638970620822895259,2,,,,,,
1638970646589995006,1,,,,,,
1638970774375412140,3,,,,,,
1638970958184447349,13,"[2000000112503.0, 2000000111278.0, 2000000087771.0, 2000000083292.0]",4.0,,,,
16389710331054676948,26,"[2000000112015.0, 2000000110912.0, 2000000099767.0, 2000000095981.0, 2000000028101.0, 2000000043036.0, 2000000011363.0, 2000000103433.0, 2000000114965.0]",9.0,,,,
1638971125819745464,9,[2000000045580.0],1.0,,,,
1638971139644304178,1,[2000000109084.0],1.0,,,,
1638971143894655511,1,[2000000086224.0],1.0,,,,
1638971252711942521,2,[2000000101712.0],1.0,,,,
163897128939432838,1,[2000000101712.0],1.0,,,,
163897135868254304,5,"[2000000101712.0, 2000000113241.0, 2000000108476.0]",3.0,,,,
1638971452204044836,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
163897149139865049,3,[2000000101712.0],1.0,,,,
1638971509270225757,9,"[2000000101712.0, 2000000101712.0, 2000000064727.0]",3.0,,,,
1638971476454160904,1,[2000000102931.0],1.0,,,,
1638971543331683287,1,,,,,,
1638971602163358379,4,"[2000000108476.0, 2000000107721.0]",2.0,,,,
1638971613884530061,1,[2000000101712.0],1.0,,,,
1638971652867644067,4,,,,,,
1638971676858077318,3,,,,,,
1638971794953981267,2,,,,,,
163897183632801444,1,[2000000034652.0],1.0,,,,
1638971937510005426,12,,,,,,
1638972024467803221,2,[2000000102931.0],1.0,,,,
1638972054104976669,1,[2000000113302.0],1.0,,,,
1638972058280350304,3,,,,,,
1638972173501576251,4,,,,,,
1638972207695665727,3,[2000000101712.0],1.0,,,,
1638972286211047723,1,,,,,,
1638972309264562772,2,,,,,,
1638972342636878159,1,[2000000028453.0],1.0,,,,
1638972392922195009,3,[2000000001357.0],1.0,,,,
16389724741069176,1,[2000000115115.0],1.0,,,,
1638972477340636336,4,,,,,,
1638972608185854629,3,,,,,,
1638972555164085284,1,[2000000101712.0],1.0,,,,
1638972564785905376,1,,,,,,
163897272766866450,1,[2000000101712.0],1.0,,,,
16389727641016115403,2,[2000000109084.0],1.0,,,,
16389727771067918172,1,[2000000101712.0],1.0,,,,
1638972825379444537,2,[2000000101712.0],1.0,,,,
16389728371018058050,1,,,,,,
1638972910216866236,1,[2000000079882.0],1.0,,,,
1638972985292076952,1,[2000000101712.0],1.0,,,,
1638973047674400932,1,,,,,,
1638973050504066810,3,,,,,,
1638973079744179566,4,[2000000095967.0],1.0,,,,
1638973154755883444,2,[2000000028453.0],1.0,,,,
1638973238787458055,1,[2000000116464.0],1.0,,,,
1638973203759926777,3,,,,,,
1638973286783205539,1,,,,,,
1638973372420367796,2,"[2000000061795.0, 2000000107073.0]",2.0,,,,
1638973399946849885,1,,,,,,
1638973444654165631,5,[2000000071305.0],1.0,,,,
1638973459481368469,3,"[2000000101712.0, 2000000082837.0, 2000000105031.0]",3.0,,,,
1638973510875916852,2,[2000000069272.0],1.0,,,,
1638973548286037273,4,[2000000109299.0],1.0,,,,
1638973194236157905,2,,,,,,
163897366091865159,1,[2000000061795.0],1.0,,,,
163897367635113120,1,,,,,,
1638973705452271321,1,,,,,,
1638973708196196123,2,[2000000109466.0],1.0,,,,
163897377035255955,1,[2000000028453.0],1.0,,,,
16389737731010136707,2,,,,,,
1638973776530316028,1,[2000000107073.0],1.0,,,,
1638973773198119286,1,[2000000079882.0],1.0,,,,
1638973777963983792,1,[2000000082837.0],1.0,,,,
1638973778525167507,1,[2000000061795.0],1.0,,,,
1638973779228976439,1,[2000000109466.0],1.0,,,,
1638973778198373350,1,[2000000101712.0],1.0,,,,
16389737851038704044,1,[2000000113302.0],1.0,,,,
1638973788685440118,1,[2000000105031.0],1.0,,,,
1638973803436973271,1,[2000000102931.0],1.0,,,,
163897381853854211,1,[2000000100760.0],1.0,,,,
1638973834428596661,2,,,,,,
1638973834946759637,2,,,,,,
1638973846899139252,1,[2000000102931.0],1.0,,,,
1638973848471960466,1,,,,,,
163897385138044104,1,,,,,,
1638973854358752869,1,[2000000109084.0],1.0,,,,
1638973852683369152,1,[2000000102931.0],1.0,,,,
1638973858980439848,1,[2000000109466.0],1.0,,,,
1638973860409560522,2,,,,,,
1638973849669552373,2,,,,,,
1638973865410781275,1,[2000000102931.0],1.0,,,,
1638973876819054560,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638973880122160036,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638973902654300962,5,"[2000000061801.0, 2000000061801.0, 2000000061801.0]",3.0,,,,
1638973906730026131,3,,,,,,
1638973891328575841,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638973916324469665,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638973916950159051,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638973933618263831,1,,,,,,
1638973940410799565,4,"[2000000115115.0, 2000000108179.0, 2000000031712.0, 2000000115115.0]",4.0,,,,
163897394442515007,1,,,,,,
1638973950559309432,1,,,,,,
1638973952188320224,1,,,,,,
163897396940575727,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638973989128517990,2,"[2000000101712.0, 2000000116570.0]",2.0,,,,
1638974003159147990,4,,,,,,
1638974004930112206,2,"[2000000105031.0, 2000000105031.0]",2.0,,,,
1638974010447162283,2,"[2000000107073.0, 2000000107073.0]",2.0,,,,
1638974017684949214,2,"[2000000109466.0, 2000000109466.0]",2.0,,,,
1638974021528918867,2,"[2000000105031.0, 2000000105031.0]",2.0,,,,
1638974025115621194,2,"[2000000079882.0, 2000000101712.0]",2.0,,,,
1638974025305681120,2,"[2000000061795.0, 2000000061795.0]",2.0,,,,
1638974025970198388,2,"[2000000079882.0, 2000000079882.0]",2.0,,,,
1638974016334217855,2,"[2000000109466.0, 2000000109466.0]",2.0,,,,
1638974048770686876,2,"[2000000082837.0, 2000000082837.0]",2.0,,,,
16389740481057199691,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638974048305676395,2,"[2000000028453.0, 2000000028453.0]",2.0,,,,
1638974025284873293,2,"[2000000109466.0, 2000000109466.0]",2.0,,,,
1638974042732033366,2,"[2000000079882.0, 2000000079882.0]",2.0,,,,
1638974063686202566,2,"[2000000061795.0, 2000000061795.0]",2.0,,,,
1638974059611977990,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638974073851183320,14,"[2000000061801.0, 2000000066479.0, 2000000061801.0, 2000000061801.0, 2000000061801.0, 2000000061801.0, 2000000061801.0, 2000000061801.0, 2000000061801.0, 2000000061801.0, 2000000066479.0, 2000000061801.0, 2000000061801.0]",13.0,,,,
1638974074116066768,2,"[2000000028453.0, 2000000028453.0]",2.0,,,,
1638974074943074929,2,"[2000000113302.0, 2000000113302.0]",2.0,,,,
163897407767625798,2,"[2000000109466.0, 2000000109466.0]",2.0,,,,
1638974075802768960,2,"[2000000109466.0, 2000000109466.0]",2.0,,,,
16389740761055471313,2,"[2000000107073.0, 2000000107073.0]",2.0,,,,
16389740801060678184,1,[2000000101712.0],1.0,,,,
1638974071571763132,2,"[2000000113302.0, 2000000113302.0]",2.0,,,,
1638974088855243017,2,"[2000000102931.0, 2000000102931.0]",2.0,,,,
1638974092803676789,2,,,,,,
1638974090569517659,2,"[2000000109466.0, 2000000109466.0]",2.0,,,,
1638974104943249063,2,,,,,,
16389741131040074624,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638974113732896718,2,"[2000000102931.0, 2000000102931.0]",2.0,,,,
1638974116774489755,2,,,,,,
163897412086579050,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638974131853683536,2,,,,,,
1638974142269897795,2,,,,,,
1638974143941258201,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638974144358464458,2,"[2000000109466.0, 2000000109466.0]",2.0,,,,
16389741481015428298,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638974154704451216,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638974151465900962,2,"[2000000079882.0, 2000000079882.0]",2.0,,,,
16389741661025031664,1,[2000000061795.0],1.0,,,,
1638974225231398896,2,,,,,,
1638974266512393583,2,"[2000000061795.0, 2000000061795.0]",2.0,,,,
1638974248643509106,1,,,,,,
1638974291736955621,2,"[2000000113302.0, 2000000113302.0]",2.0,,,,
1638974324367774668,2,"[2000000107073.0, 2000000107073.0]",2.0,,,,
1638974380356247093,2,"[2000000028453.0, 2000000028453.0]",2.0,,,,
1638974367920734732,2,"[2000000107073.0, 2000000107073.0]",2.0,,,,
1638974420902045470,2,,,,,,
1638974440748903326,6,[2000000101712.0],1.0,,,,
1638974464433453765,2,"[2000000109466.0, 2000000109466.0]",2.0,,,,
1638974506835398799,5,"[2000000082837.0, 2000000112336.0]",2.0,,,,
1638975002882071226,5,"[2000000109466.0, 2000000106939.0]",2.0,,,,
1638975048823326745,1,,,,,,
163897511512099600,1,[2000000101712.0],1.0,,,,
1638975219791464249,5,"[2000000115962.0, 2000000116693.0]",2.0,,,,
1638975387944689323,4,,,,,,
1638975425721411644,1,[2000000108087.0],1.0,,,,
1638975434254462724,1,[2000000101712.0],1.0,,,,
1638975603335159156,4,"[2000000115566.0, 2000000115566.0]",2.0,,,,
1638975822865370426,1,,,,,,
1638975897182732884,5,,,,,,
1638976060643123712,6,"[2000000115115.0, 2000000104065.0]",2.0,,,,
163897609941655893,1,,,,,,
1638976181908619949,2,[2000000079882.0],1.0,,,,
163897639826966379,2,"[2000000082837.0, 2000000105321.0]",2.0,,,,
1638977169512845625,2,,,,,,
1638977172633376045,1,,,,,,
1638977296291172581,2,,,,,,
1638977652935550494,27,"[2000000116136.0, 2000000115726.0]",2.0,,,,
1638977744406565293,1,,,,,,
163897805511786907,1,[2000000061795.0],1.0,,,,
1638978505896797228,1,[2000000101712.0],1.0,,,,
1638978623937333435,1,,,,,,
1638978798404365761,1,,,,,,
1601574982487856834,6,"[2000000115115.0, 2000000115115.0, 2000000108179.0, 2000000059372.0, 2000000108179.0, 2000000115115.0]",6.0,,,,
1638978930569035392,43,"[2000000101712.0, 2000000018683.0, 2000000059631.0, 2000000107509.0, 2000000073606.0, 2000000115726.0, 2000000107295.0, 2000000086927.0]",8.0,,,,
1638978964392970196,5,"[2000000105031.0, 2000000101712.0]",2.0,,,,
1638979273865589737,1,,,,,,
1638979313385230220,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638979382284026642,8,"[2000000101712.0, 2000000106267.0, 2000000098166.0]",3.0,,,,
1638979503151666006,1,,,,,,
1638979702994573892,1,,,,,,
1638979753267946627,1,,,,,,
1638979835125876569,2,[2000000082837.0],1.0,,,,
1626368102374726198,1,[2000000116136.0],1.0,,,,
1638980068720673228,2,,,,,,
163898015873900130,1,,,,,,
1638980196186611292,4,[2000000102092.0],1.0,,,,
1638980257213184711,2,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638980378252518397,1,[2000000101712.0],1.0,,,,
1638980429376497174,3,"[2000000115115.0, 2000000117973.0]",2.0,,,,
1638980436481640479,1,,,,,,
1638980493311222825,5,,,,,,
1638980879863369493,1,,,,,,
1638981018399676658,1,[2000000101712.0],1.0,,,,
1638981083655133040,1,[2000000107073.0],1.0,,,,
1638981088595388588,3,,,,,,
1638981095303325431,2,,,,,,
1638981187393198567,1,[2000000101712.0],1.0,,,,
1638981304364762471,1,,,,,,
1638981312834463046,3,,,,,,
1638981322812890110,13,"[2000000101712.0, 2000000092928.0]",2.0,,,,
163898137392211988,1,[2000000101712.0],1.0,,,,
1638981386323685325,1,,,,,,
1638981444822359868,4,[2000000112480.0],1.0,,,,
1638981557284277303,2,,,,,,
1638981690133111866,1,,,,,,
1638981694509914815,1,,,,,,
1638981874263391136,2,,,,,,
1607166759503615068,12,"[2000000082837.0, 2000000112619.0, 2000000082837.0]",3.0,,,,
1638982052165834109,3,,,,,,
163898219889959775,1,,,,,,
163898224074809754,3,,,,,,
1638982243168940120,1,,,,,,
1638982318577673844,2,"[2000000108087.0, 2000000108087.0]",2.0,,,,
1638982583632991032,1,[2000000102931.0],1.0,,,,
1638982773453001627,1,[2000000101712.0],1.0,,,,
1638982857870520070,11,"[2000000098357.0, 2000000078281.0]",2.0,,,,
16389827921015397616,1,,,,,,
1638982951856422135,1,[2000000101712.0],1.0,,,,
1638983023561248406,1,[2000000101712.0],1.0,,,,
1638983349415213348,1,,,,,,
1638983493223294614,1,[2000000001951.0],1.0,,,,
1638983636207140879,1,[2000000115733.0],1.0,,,,
1638983665489961114,7,"[2000000101538.0, 2000000105437.0, 2000000105437.0, 2000000105437.0]",4.0,,,,
1638983716948725300,3,,,,,,
1638983733930808769,4,,,,,,
1638983873753396581,10,,,,,,
1638983893273970448,1,,,,,,
1638984004466870850,1,[2000000116587.0],1.0,,,,
1638984046307169499,1,,,,,,
1638984113451205292,1,[2000000101712.0],1.0,,,,
1638984393870515864,1,[2000000061795.0],1.0,,,,
163898447062981648,1,[2000000109084.0],1.0,,,,
1638984481377019756,1,,,,,,
1638984630280265113,3,[2000000108780.0],1.0,,,,
1638984707800308267,1,,,,,,
1638984750910117677,2,[2000000101712.0],1.0,,,,
1638984997793672072,3,"[2000000101538.0, 2000000101538.0]",2.0,,,,
16389850171048571833,5,[2000000101507.0],1.0,,,,
1638985130626588747,2,,,,,,
1638985147786912991,2,,,,,,
1638985241535084474,1,[2000000101712.0],1.0,,,,
1622750160876863904,6,"[2000000101712.0, 2000000078076.0, 2000000101712.0, 2000000116570.0, 2000000101712.0]",5.0,,,,
1638985814339627726,1,[2000000082837.0],1.0,,,,
1638986189122095083,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638986250858926686,1,[2000000058443.0],1.0,,,,
1638986299345953949,1,[2000000109084.0],1.0,,,,
1638986425172475843,3,"[2000000114934.0, 2000000114460.0]",2.0,,,,
1638971990146002393,1,,,,,,
1638986434313055083,5,"[2000000047225.0, 2000000047225.0, 2000000047225.0, 2000000037004.0, 2000000047225.0]",5.0,,,,
1638986485355001574,3,[2000000116600.0],1.0,,,,
1638986550703617223,3,"[2000000115115.0, 2000000115726.0]",2.0,,,,
1638986575650368863,2,"[2000000037004.0, 2000000037004.0]",2.0,,,,
1638986779715725263,1,[2000000082837.0],1.0,,,,
1638986867772987774,1,,,,,,
1638986899902681749,1,,,,,,
1625079030578532789,1,,,,,,
1638987068935429544,1,[2000000101712.0],1.0,,,,
1638987361571932354,1,[2000000100272.0],1.0,,,,
1638987362449787137,1,[2000000048413.0],1.0,,,,
1638987350248225526,1,,,,,,
1638987414587392567,1,[2000000101712.0],1.0,,,,
1638987419457528042,1,[2000000114460.0],1.0,,,,
163898750345063950,1,[2000000101712.0],1.0,,,,
1638987542432755000,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638987592780852220,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638987598438101742,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638987599529176265,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
163898760468408395,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638987608420196560,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638987631969213260,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
163898765954499455,1,,,,,,
1638987707479579554,2,,,,,,
1638987713990050850,4,"[2000000115115.0, 2000000108179.0, 2000000115115.0]",3.0,,,,
1638987756388648614,1,[2000000101712.0],1.0,,,,
1638987844718565350,1,[2000000101712.0],1.0,,,,
1638987933627708067,1,[2000000116587.0],1.0,,,,
1638987943847266502,7,[2000000116709.0],1.0,,,,
1638987975938005544,7,"[2000000109084.0, 2000000109084.0]",2.0,,,,
1638987974828407084,7,"[2000000103754.0, 2000000103754.0, 2000000103754.0, 2000000084831.0]",4.0,,,,
1638988077742976738,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638988176660548386,3,[2000000102931.0],1.0,,,,
1638988267254060253,8,"[2000000115467.0, 2000000090894.0]",2.0,,,,
1638988357698206686,3,,,,,,
1638988400510548791,1,[2000000101712.0],1.0,,,,
16389884301048756468,2,"[2000000079882.0, 2000000079882.0]",2.0,,,,
1638988986659221141,3,,,,,,
1638989060416311355,1,[2000000061795.0],1.0,,,,
1638989068950312647,2,"[2000000081397.0, 2000000081397.0]",2.0,,,,
1638989157733875429,1,,,,,,
1638989215206014890,2,"[2000000108476.0, 2000000096148.0]",2.0,,,,
1638989422759957948,2,,,,,,
1638989437799464785,1,[2000000105031.0],1.0,,,,
1638989580615309613,1,[2000000061795.0],1.0,,,,
16389898131052290196,1,,,,,,
1638990035640988672,1,,,,,,
1638990065513444889,1,[2000000104386.0],1.0,,,,
163899007421728206,2,,,,,,
1638990084797785653,3,,,,,,
1638990351340090754,1,[2000000101712.0],1.0,,,,
1638990566671335222,7,,,,,,
1638990795552243923,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
163899091997055530,2,[2000000101712.0],1.0,,,,
1638990953375815744,6,"[2000000081397.0, 2000000081397.0, 2000000081397.0, 2000000081397.0]",4.0,,,,
1638991076441574681,3,,,,,,
1638991165713233694,11,"[2000000109398.0, 2000000109411.0]",2.0,,,,
1638991260141089687,1,,,,,,
1638991263334677515,17,"[2000000064727.0, 2000000039671.0, 2000000067971.0, 2000000067919.0, 2000000101712.0]",5.0,,,,
1638991311649076,2,[2000000032399.0],1.0,,,,
1638991289900662456,1,[2000000081397.0],1.0,,,,
1638991355636779367,10,"[2000000067759.0, 2000000045719.0, 2000000067759.0, 2000000067759.0, 2000000078892.0, 2000000112695.0, 2000000112695.0]",7.0,,,,
1638991355669026176,3,"[2000000067759.0, 2000000045719.0, 2000000112695.0]",3.0,,,,
1638991456123957895,21,[2000000104379.0],1.0,,,,
163899145993783726,1,,,,,,
1638991491971159416,1,[2000000101712.0],1.0,,,,
1638991508621463385,10,,,,,,
1638991625349317989,11,"[2000000101712.0, 2000000101712.0, 2000000101712.0, 2000000101712.0]",4.0,,,,
1638991631992783662,13,"[2000000026893.0, 2000000099378.0, 2000000026893.0, 2000000026893.0, 2000000099439.0, 2000000026893.0]",6.0,,,,
1638991738256307756,3,[2000000101712.0],1.0,,,,
1638991771289656726,1,[2000000115726.0],1.0,,,,
1638991797779628431,3,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1638991820890744314,1,,,,,,
1638991987787480767,3,"[2000000101712.0, 2000000101712.0, 2000000101712.0]",3.0,,,,
1629935909700635868,1,,,,,,
1638992053192841473,1,[2000000113302.0],1.0,,,,
1638992119403933648,1,,,,,,
1638992165798238009,1,[2000000101712.0],1.0,,,,
1638992207925931973,3,[2000000101712.0],1.0,,,,
1638995981297346673,3,,,,,,
1638992459280343617,1,[2000000101712.0],1.0,,,,
163899247385829880,5,"[2000000101712.0, 2000000101712.0]",2.0,,,,
16389727911018096377,1,,,,,,
1638992610468511940,1,,,,,,
1638992811245773757,1,[2000000101712.0],1.0,,,,
1638992857770928328,1,,,,,,
1638992954851864517,68,"[2000000079882.0, 2000000112299.0, 2000000101712.0, 2000000107721.0, 2000000106267.0, 2000000102931.0, 2000000082837.0, 2000000084886.0, 2000000062174.0, 2000000066479.0, 2000000101712.0, 2000000107721.0, 2000000103464.0, 2000000107073.0, 2000000114163.0, 2000000113920.0, 2000000113050.0, 2000000112978.0, 2000000112947.0, 2000000113135.0, 2000000108445.0, 2000000107936.0, 2000000105505.0, 2000000105499.0, 2000000103617.0, 2000000101071.0, 2000000099088.0, 2000000098845.0, 2000000089249.0, 2000000087023.0, 2000000084145.0]",31.0,,,,
163899302458923069,11,,,,,,
1638993070571597194,1,[2000000079882.0],1.0,,,,
16389930841042386719,1,,,,,,
1638993217174015832,87,"[2000000115054.0, 2000000116136.0, 2000000028606.0, 2000000115399.0, 2000000114835.0, 2000000109626.0, 2000000109657.0, 2000000109053.0, 2000000109374.0, 2000000105840.0, 2000000090634.0, 2000000085036.0, 2000000075167.0, 2000000063195.0, 2000000113722.0, 2000000111315.0, 2000000072203.0, 2000000056623.0, 2000000055404.0, 2000000039275.0, 2000000008868.0, 2000000076270.0, 2000000063546.0, 2000000055534.0, 2000000040004.0, 2000000012063.0, 2000000113135.0, 2000000104591.0, 2000000099637.0, 2000000089652.0, 2000000082981.0, 2000000068657.0, 2000000048154.0, 2000000048413.0, 2000000041414.0, 2000000113333.0, 2000000109282.0, 2000000105840.0, 2000000095035.0, 2000000089553.0, 2000000078878.0, 2000000028606.0, 2000000028606.0, 2000000062464.0, 2000000059020.0, 2000000055350.0, 2000000036762.0, 2000000011349.0, 2000000102726.0]",49.0,,,,
1638993316364465269,1,[2000000101712.0],1.0,,,,
1638993340133483539,12,"[2000000116068.0, 2000000117690.0, 2000000092928.0, 2000000078328.0, 2000000092928.0]",5.0,,,,
1638993361646097933,1,[2000000101712.0],1.0,,,,
1638993363277534726,9,"[2000000116525.0, 2000000112503.0, 2000000112503.0]",3.0,,,,
1638993387722382864,3,,,,,,
1638993423410256637,1,[2000000101712.0],1.0,,,,
163899342635692983,34,"[2000000105031.0, 2000000061801.0, 2000000116488.0, 2000000115757.0, 2000000115139.0, 2000000115139.0, 2000000114644.0, 2000000103761.0, 2000000096933.0, 2000000103761.0, 2000000114644.0, 2000000114286.0, 2000000113418.0, 2000000113326.0, 2000000112923.0, 2000000111421.0, 2000000102306.0, 2000000102306.0]",18.0,,,,
1638993463499670815,11,"[2000000101712.0, 2000000101712.0, 2000000116570.0, 2000000101712.0]",4.0,,,,
1638993599669872020,1,[2000000113302.0],1.0,,,,
