,views,products,products_quan,carts,carts_quan,wish,wish_quan
1637342019120666396,1,,,,,,
16373480241021259672,1,[2000000078410.0],1.0,,,,
1637344813964815292,1,[2000000054513.0],1.0,,,,
1637345864468431937,1,,,,,,
1637346238775328032,1,,,,,,
163734665673345788,1,[2000000037011.0],1.0,,,,
1637347461566253008,1,,,,,,
1637348422433033500,4,,,,,,
1637348899911561449,1,,,,,,
1637349239220007227,3,[2000000086705.0],1.0,,,,
1637349743737374068,4,,,,,,
1637350459960271881,2,,,,,,
1637350566254756210,9,"[2000000088266.0, 2000000088266.0, 2000000073811.0, 2000000059952.0, 2000000073811.0, 2000000090894.0, 2000000088266.0]",7.0,,,,
162522259259685044,2,"[2000000082004.0, 2000000082004.0]",2.0,,,,
16373507013124903,1,,,,,,
1637350836675304580,2,,,,,,
1637351154361144314,1,,,,,,
1637351323179771817,3,,,,,,
1637351208634726696,8,"[2000000000220.0, 2000000110837.0, 2000000000220.0]",3.0,,,,
163735154986080014,1,,,,,,
1637351725201901336,8,[2000000113180.0],1.0,,,,
1637351946406365560,2,,,,,,
1637352064670002198,1,,,,,,
1631705109374518385,1,[2000000110936.0],1.0,,,,
16373522901063338881,3,,,,,,
163735229784414868,1,,,,,,
1637352422706860920,1,,,,,,
1637352412961215919,6,"[2000000027814.0, 2000000060156.0]",2.0,,,,
1637352706484384370,1,,,,,,
1637352970351947601,5,"[2000000102931.0, 2000000109381.0]",2.0,,,,
1637353034237544770,2,"[2000000110103.0, 2000000110936.0]",2.0,,,,
1615483162232796483,10,,,,,,
16373534841069275926,3,,,,,,
1637353930472217729,7,,,,,,
1637354164931306199,7,,,,,,
1637349434219453958,1,[2000000052120.0],1.0,,,,
1637348999920111883,5,,,,,,
1637350323351363137,3,[2000000077697.0],1.0,,,,
16373509131053742457,1,,,,,,
1637351460429438144,2,,,,,,
1637351770382132506,1,,,,,,
1637352275431629842,5,"[2000000107066.0, 2000000107066.0]",2.0,,,,
1637352728878646133,1,,,,,,
1637354231100103685,16,"[2000000109633.0, 2000000064550.0, 2000000111360.0, 2000000064550.0]",4.0,,,,
1637354347298909486,3,[2000000101644.0],1.0,,,,
16373546171016179387,2,,,,,,
1637355762440080854,2,,,,,,
1637355841103756209,11,"[2000000110936.0, 2000000054070.0, 2000000042268.0, 2000000112480.0]",4.0,,,,
1637355910135631954,36,"[2000000054940.0, 2000000072418.0, 2000000072425.0, 2000000054940.0]",4.0,,,,
1637356639691016498,3,"[2000000110936.0, 2000000111063.0]",2.0,,,,
1637356963405364014,8,"[2000000112176.0, 2000000103686.0]",2.0,,,,
16373571641038532582,2,"[2000000029726.0, 2000000029726.0]",2.0,,,,
1637357989653352993,1,[2000000002699.0],1.0,,,,
1637358699694051589,6,[2000000111742.0],1.0,,,,
1637358801320583912,1,[2000000110936.0],1.0,,,,
1637358826497474591,29,"[2000000112718.0, 2000000112671.0, 2000000112671.0, 2000000112275.0, 2000000112169.0, 2000000107301.0, 2000000111162.0, 2000000108902.0, 2000000112558.0, 2000000111803.0, 2000000109831.0, 2000000112541.0, 2000000112176.0, 2000000109503.0]",14.0,,,,
1637359704907096725,1,[2000000110936.0],1.0,,,,
1637360802629073989,51,"[2000000076621.0, 2000000112091.0, 2000000067889.0, 2000000064512.0, 2000000088877.0, 2000000074313.0, 2000000111643.0, 2000000112121.0, 2000000112268.0, 2000000103624.0, 2000000105802.0]",11.0,,,,
1637360963573432922,20,"[2000000100869.0, 2000000089799.0, 2000000078335.0, 2000000100715.0, 2000000100869.0, 2000000060248.0, 2000000078335.0, 2000000059952.0, 2000000109299.0, 2000000081540.0, 2000000060156.0]",11.0,,,,
16373616811019514834,4,,,,,,
163735700761672729,1,,,,,,
1637360895217913765,2,[2000000065243.0],1.0,,,,
16373610271046881773,5,,,,,,
1637361040821807225,7,[2000000105123.0],1.0,,,,
1637362236765991552,13,"[2000000082110.0, 2000000085241.0, 2000000112572.0, 2000000089768.0, 2000000107530.0]",5.0,,,,
1637361833989330550,3,,,,,,
1637349188431244743,2,[2000000053776.0],1.0,,,,
1637350851269901203,1,[2000000111858.0],1.0,,,,
1637350835431440873,2,,,,,,
1637351268121240483,1,[2000000110936.0],1.0,,,,
1637351802866380055,4,[2000000072616.0],1.0,,,,
1637351946988518031,1,,,,,,
1637348619973408173,1,,,,,,
1637353083895183654,3,,,,,,
1637350915929522109,4,,,,,,
16373512221060860107,1,[2000000110936.0],1.0,,,,
1621894421808289479,1,,,,,,
1637353206216127108,1,[2000000012261.0],1.0,,,,
1637354132691163474,1,,,,,,
1637354393302931463,1,,,,,,
1637354662501127781,1,,,,,,
1637355499530066426,4,[2000000073675.0],1.0,,,,
1637357672619036141,8,[2000000111803.0],1.0,,,,
1637358796341255912,1,,,,,,
1637359917562737185,1,,,,,,
1619578122320819689,3,"[2000000059112.0, 2000000059112.0, 2000000059112.0]",3.0,,,,
1637356737681227755,1,[2000000110936.0],1.0,,,,
1637357819614231913,1,,,,,,
1637357838410749240,1,[2000000110936.0],1.0,,,,
1637359482696540973,1,[2000000108087.0],1.0,,,,
163736070073597875,1,,,,,,
1637363224744266102,17,"[2000000046525.0, 2000000104294.0, 2000000093383.0, 2000000066332.0]",4.0,,,,
1637363392965076441,1,,,,,,
1637363443462813273,18,"[2000000112336.0, 2000000107790.0, 2000000107790.0, 2000000110745.0, 2000000097312.0, 2000000107790.0]",6.0,,,,
1637364482490142318,1,,,,,,
1637364914188936005,6,,,,,,
1637365078735926382,4,,,,,,
1637365286794555245,4,[2000000111865.0],1.0,,,,
1637366715150258697,5,,,,,,
1637368955675918549,1,,,,,,
1637372050703453739,13,"[2000000087412.0, 2000000039671.0, 2000000068152.0]",3.0,,,,
1637375978803756011,2,,,,,,
1637376784582464086,1,[2000000082004.0],1.0,,,,
1637378922627761033,5,[2000000018614.0],1.0,,,,
1637379271837582164,10,"[2000000039480.0, 2000000112206.0, 2000000039480.0]",3.0,,,,
1637381091474128013,2,,,,,,
16373818371066212322,5,"[2000000006024.0, 2000000082073.0, 2000000006024.0]",3.0,,,,
1637383313608641179,1,,,,,,
1637385924453388903,9,"[2000000072180.0, 2000000084442.0]",2.0,,,,
1637386882552240215,3,,,,,,
1637386894188989056,1,,,,,,
1637387233458613365,2,,,,,,
1637387188296166528,1,,,,,,
1637387459805384885,1,[2000000045702.0],1.0,,,,
1637387571830219150,3,,,,,,
1637388140301012886,1,,,,,,
1637388766663813814,1,,,,,,
1637368891627385618,1,[2000000110103.0],1.0,,,,
163736943643106866,2,,,,,,
1637370720519087862,1,,,,,,
1637373717875085100,1,,,,,,
1637380035182895694,1,[2000000052649.0],1.0,,,,
1637382019911519568,1,,,,,,
1637382236606784045,6,[2000000112336.0],1.0,,,,
1637387093991328607,2,,,,,,
1637388601317952331,2,,,,,,
1637389765532609866,20,"[2000000045702.0, 2000000041384.0, 2000000072890.0, 2000000098548.0]",4.0,,,,
1637389229204589649,1,,,,,,
1637389783847160121,1,,,,,,
16373898661067567721,4,"[2000000098548.0, 2000000112633.0]",2.0,,,,
1637389924998616710,1,[2000000110936.0],1.0,,,,
1637390696721385883,1,[2000000090726.0],1.0,,,,
1637390762204607776,1,,,,,,
163739593656591046,1,,,,,,
1637392117549203401,4,[2000000026565.0],1.0,,,,
1637393730543159391,1,[2000000094137.0],1.0,,,,
1637394538765776723,1,,,,,,
1637395233251587175,9,"[2000000107585.0, 2000000099385.0]",2.0,,,,
1637395252157934017,7,,,,,,
1637395814664345403,4,[2000000065014.0],1.0,,,,
1637395939743109356,6,[2000000076614.0],1.0,,,,
1637396103106291179,3,"[2000000112565.0, 2000000068053.0]",2.0,,,,
1637396267612483265,1,,,,,,
1637396724650793280,1,,,,,,
1637396851625971800,6,"[2000000007359.0, 2000000007359.0, 2000000107349.0, 2000000075181.0, 2000000068398.0, 2000000099705.0]",6.0,,,,
1637398102749053401,1,,,,,,
1631347155466915418,3,,,,,,
1637398827106820478,1,,,,,,
1637398877719233828,2,,,,,,
1637398951952733950,16,"[2000000039480.0, 2000000039671.0, 2000000087979.0, 2000000026398.0, 2000000010281.0, 2000000061757.0]",6.0,,,,
1637399443651858422,5,"[2000000103839.0, 2000000103839.0, 2000000103839.0]",3.0,,,,
1637390660741088755,2,[2000000098289.0],1.0,,,,
1637390719344150994,1,[2000000062983.0],1.0,,,,
1637391593459528478,2,,,,,,
1637394528547566022,6,"[2000000018683.0, 2000000109817.0]",2.0,,,,
1637395772596348901,2,,,,,,
1637399810788712221,3,,,,,,
1637399964351084793,1,,,,,,
1637400067233228176,12,"[2000000109701.0, 2000000003139.0, 2000000107639.0, 2000000003139.0, 2000000103297.0]",5.0,,,,
1637399560795876503,1,,,,,,
1637399851515051232,1,,,,,,
1637400055266657022,1,,,,,,
1637400086238873427,2,,,,,,
1637400108925574932,1,,,,,,
1637400110323787897,1,,,,,,
1637400169766593453,1,,,,,,
163736793126298410,1,[2000000046747.0],1.0,,,,
1637370646710409772,1,,,,,,
1637374691946868703,1,,,,,,
1637380278363283123,4,[2000000102467.0],1.0,,,,
1637381882381033153,2,"[2000000110936.0, 2000000111063.0]",2.0,,,,
1637382579330776946,3,[2000000104201.0],1.0,,,,
1637386210684490842,1,,,,,,
1637387210164261531,1,[2000000057910.0],1.0,,,,
1637388138866983969,1,,,,,,
1637388817524280107,4,,,,,,
1637362730195476996,2,,,,,,
1637370538907715462,1,,,,,,
1637373068216920894,1,[2000000058078.0],1.0,,,,
1637379719164447910,1,,,,,,
163738873397071066,2,,,,,,
1637390203841023893,1,,,,,,
163739233675129797,1,[2000000110936.0],1.0,,,,
1637394151806728736,1,,,,,,
1637394208206869345,1,,,,,,
1637397536947852345,1,[2000000052649.0],1.0,,,,
1637397872768667273,1,,,,,,
1637398362343125001,1,,,,,,
1637399348820879050,1,,,,,,
1637399873103966825,1,,,,,,
1637390314894300745,1,,,,,,
1637390518240686070,1,,,,,,
1637394005533926326,1,[2000000066653.0],1.0,,,,
1637396741990851973,2,"[2000000107837.0, 2000000107837.0]",2.0,,,,
1637398343573741280,3,,,,,,
163739951755543165,1,,,,,,
1637400206195197169,1,,,,,,
1637400233811791923,1,,,,,,
1637400240875307343,2,,,,,,
1637400238108981453,14,"[2000000112268.0, 2000000112268.0, 2000000111858.0, 2000000111858.0, 2000000073774.0]",5.0,,,,
1637400709989809812,2,,,,,,
1637400917869881428,6,[2000000103259.0],1.0,,,,
1637401019824201152,3,,,,,,
1637401211627428147,1,,,,,,
1637401266134587481,16,"[2000000108681.0, 2000000108728.0, 2000000073088.0, 2000000107950.0]",4.0,,,,
1637401433612294525,2,"[2000000108728.0, 2000000108728.0]",2.0,,,,
16374019366689485,1,,,,,,
1637402215139743046,12,[2000000106922.0],1.0,,,,
163740243633776703,3,,,,,,
16374025231009517604,4,,,,,,
1637402934547419617,1,,,,,,
1637403680518280928,1,,,,,,
1637404254838968612,4,[2000000110936.0],1.0,,,,
1637404393157820842,1,[2000000109213.0],1.0,,,,
16374046541022830434,7,"[2000000078601.0, 2000000112480.0, 2000000088389.0, 2000000101750.0]",4.0,,,,
1637404940905104229,5,,,,,,
16374051041038132005,2,,,,,,
1637406564270252427,2,,,,,,
1637407275234776050,7,"[2000000113180.0, 2000000112206.0]",2.0,,,,
1637407595502117050,15,"[2000000113180.0, 2000000023625.0, 2000000112473.0, 2000000110837.0, 2000000108612.0]",5.0,,,,
1637400322371128883,1,,,,,,
1637400490871558440,2,,,,,,
1637400484287179237,1,,,,,,
1637401443757909595,3,"[2000000073088.0, 2000000108728.0, 2000000108681.0]",3.0,,,,
16374016531046286474,1,,,,,,
1637401925500448758,1,[2000000068688.0],1.0,,,,
163740258952557583,2,,,,,,
1637402654165857329,4,,,,,,
1637404351698916573,1,,,,,,
1637404555615184167,2,,,,,,
1637405048559738409,1,,,,,,
16374055351049226846,2,,,,,,
1637405731648609824,7,[2000000067407.0],1.0,,,,
1595704461197755435,5,"[2000000029764.0, 2000000029764.0]",2.0,,,,
1608485338170116603,4,"[2000000109817.0, 2000000018522.0, 2000000099552.0]",3.0,,,,
1637407748310630820,3,[2000000111629.0],1.0,,,,
1637407628922077601,3,,,,,,
1637408028698220466,6,[2000000065823.0],1.0,,,,
1637402189748370629,2,,,,,,
1622207886318532449,3,[2000000110936.0],1.0,,,,
1637408165121088344,1,,,,,,
1625064557463750113,19,"[2000000077734.0, 2000000113180.0, 2000000111285.0, 2000000097077.0, 2000000104621.0]",5.0,,,,
1637409390412859736,49,"[2000000075167.0, 2000000037578.0, 2000000101552.0, 2000000114378.0, 2000000114682.0, 2000000114422.0, 2000000115924.0, 2000000116648.0, 2000000118024.0, 2000000116433.0, 2000000111285.0, 2000000052335.0]",12.0,,,,
1637409473256977080,3,,,,,,
1637409594176298729,3,,,,,,
1637409694618977234,23,,,,,,
1637409956747255199,13,"[2000000075877.0, 2000000103624.0]",2.0,,,,
1637409907160085937,2,,,,,,
1637410377350307157,6,,,,,,
1637411224684333881,1,,,,,,
163741091166967630,1,[2000000082035.0],1.0,,,,
1637411414457077005,1,,,,,,
1637411581596504934,1,,,,,,
1637411784106678304,3,,,,,,
1637411935548672049,1,[2000000110936.0],1.0,,,,
163741201254620315,1,,,,,,
1637412342904110023,2,,,,,,
1637412493585436500,16,"[2000000078878.0, 2000000083841.0, 2000000078878.0, 2000000078908.0, 2000000107936.0, 2000000112459.0]",6.0,,,,
1637400230706029146,2,,,,,,
1637400383108957540,2,,,,,,
1637400742892103138,1,,,,,,
1637401072145559345,1,,,,,,
1637401253830829691,1,,,,,,
1637401428891524072,1,,,,,,
16374016031071631764,2,"[2000000073088.0, 2000000073088.0]",2.0,,,,
16374016773841923,1,,,,,,
16374029241047396985,1,[2000000076867.0],1.0,,,,
1637403233254584208,1,,,,,,
163740346777233958,4,"[2000000032009.0, 2000000099835.0, 2000000099828.0]",3.0,,,,
1637403707201198227,1,,,,,,
1637403906612842096,7,,,,,,
1637411970285375950,1,,,,,,
1637405218869854052,2,,,,,,
1637400498354610422,1,,,,,,
1637400753473454968,1,,,,,,
1637401877661113352,2,,,,,,
1614059260925801231,1,,,,,,
1637405469455880274,7,,,,,,
1637405680128798203,3,[2000000067407.0],1.0,,,,
1637406364516341727,1,,,,,,
1637408158878282720,1,,,,,,
1637408457697757056,1,[2000000055718.0],1.0,,,,
163741031764240048,1,,,,,,
1637412014612718985,1,,,,,,
1637412069264424754,1,[2000000110936.0],1.0,,,,
1637407652984515246,1,[2000000110936.0],1.0,,,,
1637411555140431521,1,,,,,,
1637411637431957615,1,,,,,,
1637412416230346001,1,[2000000094380.0],1.0,,,,
1637412454314517719,1,,,,,,
1637412608100958435,13,"[2000000110103.0, 2000000109299.0, 2000000102184.0, 2000000008752.0]",4.0,,,,
1637412875553725320,3,,,,,,
1637413151896919332,4,[2000000037813.0],1.0,,,,
16374133741054606169,4,,,,,,
1637413568168931459,17,,,,,,
1637413747229402620,2,,,,,,
16374139384692762,5,"[2000000107349.0, 2000000112725.0]",2.0,,,,
1637414091888400053,1,[2000000028385.0],1.0,,,,
1637414575875828540,2,,,,,,
1637414713793801126,1,,,,,,
1637415289740083630,4,"[2000000008523.0, 2000000008523.0]",2.0,,,,
1599080303736835813,1,,,,,,
1637415652841431011,3,,,,,,
1637415647689112532,15,"[2000000112046.0, 2000000022048.0, 2000000107752.0, 2000000063430.0, 2000000073163.0, 2000000067032.0]",6.0,,,,
1637415780490628463,1,[2000000109213.0],1.0,,,,
1637416575863490734,21,"[2000000072005.0, 2000000060385.0, 2000000083148.0, 2000000108896.0, 2000000082189.0, 2000000059952.0, 2000000111278.0, 2000000060453.0, 2000000060217.0, 2000000106267.0, 2000000108612.0]",11.0,,,,
1637416444779937928,45,"[2000000046082.0, 2000000045962.0, 2000000068091.0, 2000000065632.0, 2000000088808.0, 2000000063904.0, 2000000091167.0, 2000000096827.0, 2000000079394.0, 2000000051925.0, 2000000097497.0, 2000000026398.0, 2000000094830.0, 2000000048628.0, 2000000104782.0, 2000000026565.0, 2000000086507.0, 2000000082417.0, 2000000068244.0, 2000000098548.0, 2000000077697.0, 2000000001142.0, 2000000043319.0, 2000000018614.0, 2000000089089.0, 2000000112251.0, 2000000103631.0, 2000000026565.0, 2000000058528.0, 2000000080239.0, 2000000106472.0, 2000000086361.0, 2000000070315.0, 2000000106519.0]",34.0,,,,
1637417240521155686,6,"[2000000108469.0, 2000000103747.0, 2000000066868.0]",3.0,,,,
1637417509393038263,4,,,,,,
1637417706461041084,3,,,,,,
163741802273633763,1,[2000000057521.0],1.0,,,,
1637418086368571387,1,,,,,,
1637418164335631154,4,"[2000000037554.0, 2000000037578.0, 2000000037554.0]",3.0,,,,
1637418305310232961,3,[2000000104492.0],1.0,,,,
1637418360830189744,3,"[2000000095585.0, 2000000057521.0, 2000000037578.0]",3.0,,,,
1637418903989912160,2,"[2000000042893.0, 2000000037578.0]",2.0,,,,
1637419018522738958,4,"[2000000042893.0, 2000000107950.0]",2.0,,,,
1637415422803633617,3,,,,,,
1637420087470368351,1,[2000000057521.0],1.0,,,,
161280290783298962,1,[2000000057521.0],1.0,,,,
1637420325521392992,11,[2000000112695.0],1.0,,,,
1637420223782737093,670,"[2000000056623.0, 2000000098548.0, 2000000087344.0, 2000000087344.0, 2000000071350.0, 2000000082257.0, 2000000100401.0, 2000000087412.0, 2000000068091.0, 2000000087351.0, 2000000067704.0, 2000000077734.0, 2000000056623.0, 2000000087412.0, 2000000084909.0, 2000000078601.0, 2000000098548.0, 2000000032382.0, 2000000067971.0, 2000000067995.0, 2000000077796.0, 2000000056623.0, 2000000087498.0, 2000000087498.0, 2000000090610.0, 2000000101194.0, 2000000062174.0, 2000000056623.0, 2000000087412.0, 2000000112756.0, 2000000112565.0, 2000000109961.0, 2000000109923.0, 2000000107547.0, 2000000106915.0, 2000000105567.0, 2000000056814.0, 2000000111995.0, 2000000110776.0, 2000000110592.0, 2000000108063.0, 2000000105079.0, 2000000105024.0, 2000000102269.0, 2000000007359.0, 2000000007359.0, 2000000100319.0, 2000000100418.0, 2000000099101.0, 2000000098661.0, 2000000097305.0, 2000000097275.0, 2000000104706.0, 2000000098586.0, 2000000098678.0, 2000000095486.0, 2000000104195.0, 2000000112657.0, 2000000112299.0, 2000000111995.0, 2000000098548.0, 2000000109299.0, 2000000106793.0, 2000000064512.0, 2000000111995.0, 2000000111599.0, 2000000106434.0, 2000000105598.0, 2000000103778.0, 2000000103396.0, 2000000102474.0, 2000000102689.0, 2000000102269.0, 2000000007359.0, 2000000100326.0, 2000000091990.0, 2000000099613.0, 2000000092034.0, 2000000091655.0, 2000000098692.0, 2000000098319.0, 2000000087498.0, 2000000087955.0, 2000000064673.0, 2000000073774.0, 2000000042299.0, 2000000068589.0, 2000000067995.0, 2000000087047.0, 2000000086187.0, 2000000081083.0, 2000000081014.0, 2000000078601.0, 2000000064673.0, 2000000056623.0, 2000000056623.0, 2000000056623.0, 2000000098548.0, 2000000087344.0, 2000000056814.0, 2000000056814.0, 2000000101194.0, 2000000067636.0, 2000000058511.0, 2000000056814.0, 2000000056623.0, 2000000056623.0, 2000000071299.0, 2000000087344.0, 2000000048727.0, 2000000088877.0, 2000000087719.0, 2000000085685.0, 2000000084664.0, 2000000064673.0, 2000000074832.0, 2000000086347.0, 2000000081342.0, 2000000078601.0, 2000000078601.0, 2000000064673.0, 2000000018812.0, 2000000066462.0, 2000000056623.0, 2000000098548.0, 2000000087344.0, 2000000056814.0, 2000000087344.0, 2000000056623.0, 2000000056623.0, 2000000087344.0, 2000000087344.0, 2000000056623.0, 2000000056623.0, 2000000087412.0, 2000000078601.0, 2000000078601.0, 2000000078601.0, 2000000087412.0, 2000000078601.0, 2000000087351.0, 2000000087450.0, 2000000013916.0, 2000000071343.0, 2000000035895.0, 2000000019932.0, 2000000102559.0, 2000000102559.0, 2000000105222.0, 2000000100081.0, 2000000107301.0, 2000000111995.0, 2000000087412.0, 2000000084886.0, 2000000012575.0, 2000000040837.0, 2000000067919.0, 2000000111513.0, 2000000110400.0, 2000000102559.0, 2000000106762.0, 2000000066103.0, 2000000069197.0, 2000000107301.0, 2000000056623.0, 2000000087412.0, 2000000087412.0, 2000000087412.0, 2000000087412.0, 2000000087412.0, 2000000087412.0, 2000000067704.0, 2000000039671.0, 2000000071305.0, 2000000108247.0, 2000000104508.0, 2000000104515.0, 2000000102559.0, 2000000097398.0, 2000000104867.0, 2000000079561.0, 2000000028453.0, 2000000087412.0, 2000000087412.0, 2000000104386.0, 2000000087443.0, 2000000027302.0, 2000000102559.0, 2000000088815.0, 2000000108117.0, 2000000106311.0, 2000000095165.0, 2000000087979.0, 2000000071107.0, 2000000065991.0, 2000000069319.0, 2000000111995.0, 2000000089102.0, 2000000089102.0, 2000000111544.0, 2000000111377.0, 2000000056623.0, 2000000087412.0, 2000000104706.0, 2000000110721.0, 2000000067759.0, 2000000100418.0, 2000000072661.0, 2000000057217.0, 2000000026480.0, 2000000087412.0, 2000000087412.0, 2000000107011.0, 2000000104744.0, 2000000061405.0, 2000000060712.0, 2000000087412.0, 2000000090351.0, 2000000098296.0, 2000000078601.0, 2000000087412.0, 2000000087344.0, 2000000047393.0, 2000000056623.0, 2000000056623.0, 2000000107073.0, 2000000106502.0, 2000000061405.0, 2000000098654.0, 2000000060101.0, 2000000038599.0, 2000000056623.0, 2000000067728.0, 2000000104621.0, 2000000078601.0, 2000000113029.0, 2000000105222.0, 2000000101835.0, 2000000042268.0, 2000000096872.0, 2000000102559.0, 2000000074177.0, 2000000087498.0, 2000000056623.0, 2000000067995.0, 2000000113265.0, 2000000112473.0, 2000000111995.0, 2000000111070.0, 2000000110714.0, 2000000109961.0, 2000000109442.0, 2000000098548.0, 2000000107615.0, 2000000105567.0, 2000000102689.0, 2000000007359.0, 2000000007359.0, 2000000100517.0, 2000000098890.0, 2000000098586.0, 2000000113333.0, 2000000112282.0, 2000000111148.0, 2000000109251.0, 2000000109039.0, 2000000105581.0, 2000000105581.0, 2000000007359.0, 2000000007359.0, 2000000007359.0, 2000000007359.0, 2000000101088.0, 2000000098845.0, 2000000091167.0, 2000000089232.0, 2000000089232.0, 2000000087344.0, 2000000087047.0, 2000000113302.0, 2000000113081.0, 2000000110493.0, 2000000107325.0, 2000000105031.0, 2000000104621.0, 2000000100418.0, 2000000098890.0, 2000000112022.0, 2000000098548.0, 2000000107431.0, 2000000107103.0, 2000000105079.0, 2000000104959.0, 2000000104577.0, 2000000103785.0, 2000000103792.0, 2000000102610.0, 2000000098876.0, 2000000098890.0, 2000000098661.0, 2000000088228.0, 2000000087351.0, 2000000087344.0, 2000000087351.0, 2000000056623.0, 2000000089362.0, 2000000087474.0, 2000000087344.0, 2000000087344.0, 2000000106793.0, 2000000007359.0, 2000000061405.0, 2000000098890.0]",313.0,,,,
